Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190010138,2019-01-01,2019-01-01,0020,2019-01-01,0025,511,,,50 UPPER ALABAMA ST SW,Morning Watch,13,LARCENY-NON VEHICLE,0620,2302,Downtown,M,33.751939999999998,-84.38964
190010299,2019-01-01,2019-01-01,0120,2019-01-01,0130,511,,,20 BROAD ST,Morning Watch,,LARCENY-NON VEHICLE,0620,2302,Downtown,M,33.753120000000003,-84.392080000000007
190011858,2019-01-01,2019-01-01,1740,2019-01-01,1750,411,,A15,3000 CONTINENTAL COLONY PKWY SW,Evening Watch,26,LARCENY-NON VEHICLE,0620,2302,Greenbriar,R,33.680770000000003,-84.493700000000004
190010716,2019-01-01,2018-12-31,2350,2019-01-01,0315,604,,,486 DECATUR ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,0640,2305,Sweet Auburn,M,33.751260000000002,-84.372069999999994
190010831,2019-01-01,2018-01-01,0414,2018-01-01,0414,410,,,1941 FORT VALLEY DR SW,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,Pomona Park,R,33.702039999999997,-84.449719999999999
190010905,2019-01-01,2019-01-01,0400,2019-01-01,0500,512,,,253 TRINITY AVE SW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.750819999999997,-84.396150000000006
190011054,2019-01-01,2019-01-01,0125,2019-01-01,0127,412,,,2149 BRIAR GLEN LN SW,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,Briar Glen,P,33.696120000000001,-84.503699999999995
190011151,2019-01-01,2019-01-01,0920,2019-01-01,0930,205,,,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Wildwood (NPU-C),C,33.810220000000001,-84.413470000000004
190011172,2019-01-01,2019-01-01,0137,2019-01-01,0915,211,,1405,2399 PARKLAND DR NE,Day Watch,26,LARCENY-FROM VEHICLE,0640,2305,Lindbergh/Morosgo,B,33.820099999999996,-84.364810000000006
190011191,2019-01-01,2018-12-31,1100,2019-01-01,1004,509,,614,530 PIEDMONT AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.769089999999998,-84.382080000000002
190011288,2019-01-01,2019-01-01,0130,2019-01-01,1116,605,,,641 ROSALIA ST SE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Grant Park,W,33.738669999999999,-84.366529999999997
190011304,2019-01-01,2018-12-29,0330,2018-12-29,0645,409,,,1690 HARBIN ROAD SW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Laurens Valley,R,33.709330000000001,-84.481769999999997
190011314,2019-01-01,2019-01-01,1004,2019-01-01,1004,306,,,1959 METROPOLITAN PKWY SW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Sylvan Hills,X,33.700800000000001,-84.410179999999997
190011357,2019-01-01,2019-01-01,0100,2019-01-01,1205,301,,,746 LEXINGTON AVE SW,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Adair Park,V,33.724429999999998,-84.412220000000005
190011581,2019-01-01,2019-01-01,1100,2019-01-01,1450,303,,,558 CENTRAL AVE SW,Evening Watch,99,LARCENY-FROM VEHICLE,0640,2305,Mechanicsville,V,33.739510000000003,-84.393450000000001
190011593,2019-01-01,2019-01-01,1430,2019-01-01,1515,602,,,1031 PONCE DE LEON AVE NE @MAJESTIC DINER,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Poncey-Highland,N,33.77373,-84.353949999999998
190011777,2019-01-01,2018-12-31,1700,2019-01-01,1200,208,,,3334 PEACHTREE RD NE,Day Watch,,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.849110000000003,-84.370750000000001
190012068,2019-01-01,2019-01-01,1930,2019-01-01,2200,509,,,207 PEACHTREE CENTER AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.760199999999998,-84.385540000000006
190012208,2019-01-01,2019-01-01,1809,2019-01-01,2040,507,,A,574 MARIETTA ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.768970000000003,-84.398679999999999
190012236,2019-01-01,2019-01-01,2200,2019-01-01,2215,207,,,1198 HOWELL MILL RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Blandtown,D,33.787030000000001,-84.411850000000001
190012268,2019-01-01,2019-01-01,2140,2019-01-01,2210,504,,,935 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.777949999999997,-84.40849
190010087,2019-01-01,2019-01-01,0100,2019-01-01,0115,401,,,1384 LUCILE AVE SW,Morning Watch,20,LARCENY-FROM VEHICLE,0640,2305,Westview,T,33.742089999999997,-84.433130000000006
190010095,2019-01-01,2018-12-31,2242,2018-12-31,2248,604,,,569 EZZARD ST SE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Old Fourth Ward,M,33.753050000000002,-84.368610000000004
190010365,2019-01-01,2018-12-31,1840,2019-01-01,0000,508,,,275 BAKER ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762059999999998,-84.395679999999999
190010456,2019-01-01,2018-12-31,2357,2019-01-01,0240,507,,,492 LARKIN ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.747599999999998,-84.403700000000001
190010532,2019-01-01,2018-12-31,2300,2019-01-01,0130,501,,,981 HOWELL MILL RD NW,Morning Watch,13,LARCENY-FROM VEHICLE,0640,2305,Home Park,E,33.781770000000002,-84.410579999999996
190010579,2019-01-01,2018-12-31,1930,2019-01-01,0215,610,,,2161 COLLEGE AVE NE,Morning Watch,21,LARCENY-FROM VEHICLE,0640,2305,Kirkwood,O,33.76408,-84.316450000000003
190010845,2019-01-01,2019-01-01,0415,2019-01-01,0420,607,,,1362 BOULEVARD SE,Morning Watch,23,LARCENY-NON VEHICLE,0630,2303,Benteen Park,W,33.717440000000003,-84.368179999999995
190011541,2019-01-01,2019-01-01,1400,2019-01-01,1430,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
190011619,2019-01-01,2019-01-01,1528,2019-01-01,1528,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,24,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
190011772,2019-01-01,2019-01-01,1615,2019-01-01,1836,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
190012152,2019-01-01,2019-01-01,2050,2019-01-01,2050,301,,,902 DILL AVE SW,Evening Watch,12,LARCENY-NON VEHICLE,0630,2303,Capitol View,X,33.718029999999999,-84.417680000000004
190011948,2019-01-01,2019-01-01,1700,2019-01-01,1830,609,,,1225 CAROLINE ST NE,Evening Watch,12,LARCENY-NON VEHICLE,0660,2317,Edgewood,O,33.756050000000002,-84.348129999999998
190011642,2019-01-01,2019-01-01,1100,2019-01-01,1545,201,,,3150 HOWELL MILL RD NW @JEWISH HOME,Evening Watch,99,LARCENY-NON VEHICLE,0670,2308,,C,33.839509999999997,-84.428349999999995
190011645,2019-01-01,2019-01-01,1530,2019-01-01,1549,310,,,680 MCWILLIAMS RD SE @TULL WATER PARK,Evening Watch,31,ROBBERY-PEDESTRIAN,0317,1299G,Lakewood,Z,33.688830000000003,-84.366069999999993
190010533,2019-01-01,2019-01-01,0200,2019-01-01,0209,211,,,2581 PIEDMONT RD NE @LINDBERGH PLAZA,Morning Watch,,AUTO THEFT,0710,2404,Lindbergh/Morosgo,B,33.825609999999998,-84.365350000000007
190010855,2019-01-01,2019-01-01,0330,2019-01-01,0415,510,,,17 JESSE HILL JR DR NE,Morning Watch,13,AUTO THEFT,0710,2404,Downtown,M,33.754449999999999,-84.380260000000007
190011227,2019-01-01,2018-12-31,1930,2018-12-31,2000,113,,,2685 DONALD LEE HOLLOWELL PKWY NW ,Day Watch,23,AUTO THEFT,0710,2404,Brookview Heights,G,33.777360000000002,-84.475239999999999
190011965,2019-01-01,2019-01-01,1845,2019-01-01,1845,402,,,1182 MERRILL AVE SW,Evening Watch,13,AUTO THEFT,0710,2404A,Oakland City,S,33.728400000000001,-84.426540000000003
190012123,2019-01-01,2019-01-01,0100,2019-01-01,0200,512,,,156 FORSYTH ST SW,Morning Watch,18,AUTO THEFT,0710,2404,Downtown,M,33.750169999999997,-84.395150000000001
190011276,2019-01-01,2019-01-01,1050,2019-01-01,1110,501,,B,201 16TH ST NW,Day Watch,26,ROBBERY-RESIDENCE,0345,1209,Atlantic Station,E,33.79025,-84.393720000000002
190010952,2019-01-01,2019-01-01,0545,2019-01-01,0630,102,,,144 MAPLE ST NW,Morning Watch,20,ROBBERY-PEDESTRIAN,0311,1204,Vine City,L,33.758540000000004,-84.405609999999996
190010004,2019-01-01,2019-01-01,0001,2019-01-01,0030,102,,,135 GRIFFIN ST NW,Morning Watch,20,AGG ASSAULT,0410,1314,Vine City,L,33.758389999999999,-84.411150000000006
190010302,2019-01-01,2019-01-01,0102,2019-01-01,0102,413,,,4012 WAITS AVE SW,Morning Watch,20,AGG ASSAULT,0410,1314,Fairburn,P,33.692570000000003,-84.520480000000006
190010679,2019-01-01,2019-01-01,0255,2019-01-01,0301,102,,,104 GRIFFIN ST NW,Morning Watch,20,AGG ASSAULT,0410,1314,Vine City,L,33.757510000000003,-84.411739999999995
190010898,2019-01-01,2019-01-01,0450,2019-01-01,0455,303,,,599 WHITEHALL ST SW,Unknown,3,AGG ASSAULT,0410,1314,Pittsburgh,V,33.74277,-84.407560000000004
190011834,2019-01-01,2019-01-01,1732,2019-01-01,1740,112,,,3292 AMHURST DR NW,Evening Watch,20,AGG ASSAULT,0410,1314,Collier Heights,I,33.773260000000001,-84.495320000000007
190010741,2019-01-01,2019-01-01,0300,2019-01-01,0300,506,,,728 MONROE DR NE,Morning Watch,3,AGG ASSAULT,0420,1315K,Midtown,E,33.774380000000001,-84.371219999999994
190011331,2019-01-01,2018-12-31,2030,2019-01-01,1130,605,,,860 GLENWOOD AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,0650,2304,Grant Park,W,33.740319999999997,-84.359650000000002
190012351,2019-01-01,2019-01-01,2315,2019-01-01,2326,212,,,2448 CHESHIRE BRIDGE RD NE,Morning Watch,23,ROBBERY-COMMERCIAL,0313,1201C,Lindridge/Martin Manor,F,33.821689999999997,-84.352010000000007
190010999,2019-01-01,2019-01-01,0630,2019-01-01,0638,414,,,3670 CAMP CREEK PKWY SW,Day Watch,18,AGG ASSAULT,0430,1315,Princeton Lakes,P,33.655000000000001,-84.508589999999998
190010580,2019-01-01,2018-12-31,1905,2018-12-31,2205,501,,1031,470 16TH ST NW,Morning Watch,26,BURGLARY-RESIDENCE,0511,2202,Home Park,E,33.7883,-84.403869999999998
190011032,2019-01-01,2018-12-26,1000,2019-01-01,0630,303,,10,685 COOPER ST SW,Day Watch,26,BURGLARY-RESIDENCE,0511,2202,Mechanicsville,V,33.736179999999997,-84.397180000000006
190011394,2019-01-01,2018-12-23,2100,2019-01-01,1233,403,,L-2,1240 OAKLAND DR SW,Morning Watch,26,BURGLARY-RESIDENCE,0511,2202,Oakland City,S,33.721380000000003,-84.427329999999998
190012331,2019-01-01,2018-12-15,0600,2019-01-01,2313,103,,1239,820 W MARIETTA ST NW,Morning Watch,26,BURGLARY-RESIDENCE,0511,2202,English Avenue,L,33.780450000000002,-84.415539999999993
190011443,2019-01-01,2018-12-31,1500,2019-01-01,1300,404,,,1485 RALPH D ABERNATHY BLVD SW,Evening Watch,99,BURGLARY-NONRES,0512,2203,Westview,T,33.74221,-84.436210000000003
190012325,2019-01-01,2019-01-01,2200,2019-01-02,0100,404,,A,1528 RALPH D ABERNATHY BLVD SW,Morning Watch,99,BURGLARY-NONRES,0512,2203,Westview,T,33.743020000000001,-84.437600000000003
190011334,2019-01-01,2018-12-01,1600,2019-01-01,1100,101,,518,130 LAWSHE ST SW,Day Watch,26,BURGLARY-RESIDENCE,0521,2204,The Villages at Castleberry Hill,T,33.750689999999999,-84.411199999999994
190012028,2019-01-01,2019-01-01,1500,2019-01-01,1929,607,,59-A,1940 FISHER RD SE,Evening Watch,26,BURGLARY-RESIDENCE,0521,2204,Custer/McDonough/Guice,W,33.709789999999998,-84.358490000000003
190012327,2019-01-01,2019-01-01,1700,2019-01-01,2230,102,,,285 ANDREW J HAIRSTON PL NW,Morning Watch,20,BURGLARY-RESIDENCE,0521,2204,Vine City,L,33.762390000000003,-84.413679999999999
190012129,2019-01-01,2019-01-01,2040,2019-01-01,2040,106,,,860 MARIETTA BLVD NW,Morning Watch,13,BURGLARY-NONRES,0522,2205,Knight Park/Howell Station,K,33.778869999999998,-84.427980000000005
190020405,2019-01-02,2019-01-02,0100,2019-01-02,0104,207,,,1784 PEACHTREE ST NW,Morning Watch,21,BURGLARY-NONRES,0522,2205,Ardmore,E,33.803339999999999,-84.393510000000006
190020244,2019-01-02,2019-01-02,0343,2019-01-02,0346,204,,,1789 HOWELL MILL RD NW,Morning Watch,21,BURGLARY-NONRES,0512,2203,Berkeley Park,D,33.803429999999999,-84.413719999999998
190020288,2019-01-02,2019-01-02,0440,2019-01-02,0450,202,,,3535 NORTHSIDE PKWY NW,Morning Watch,24,BURGLARY-NONRES,0512,2203,Randall Mill,A,33.85087,-84.429019999999994
190020763,2019-01-02,2018-12-29,1730,2019-01-02,1030,409,,,2209 BOULEVARD GRANADA SW,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Adams Park,R,33.717739999999999,-84.460759999999993
190021260,2019-01-02,2019-01-02,0400,2019-01-02,0700,111,,,171 HERMER CIR NW,Morning Watch,20,BURGLARY-RESIDENCE,0511,2202,,I,33.758369999999999,-84.485410000000002
190021263,2019-01-02,2018-12-15,1200,2019-01-02,1600,205,,1509,214 COLONIAL HOMES DR NW,Unknown,26,BURGLARY-RESIDENCE,0511,2202,Colonial Homes,C,33.813920000000003,-84.394589999999994
190021317,2019-01-02,2018-12-26,1700,2019-01-02,1600,212,,2005,415 ARMOUR DR NE,Evening Watch,,BURGLARY-RESIDENCE,0511,2202,,F,33.812669999999997,-84.374120000000005
190020994,2019-01-02,2019-01-02,1300,2019-01-02,1400,512,,,234 MEMORIAL DR SW,Day Watch,26,AGG ASSAULT,0430,1315,Downtown,M,33.746499999999997,-84.395359999999997
190021591,2019-01-02,2019-01-02,1200,2019-01-02,1800,207,,,1695 NORTHSIDE DR NW,Evening Watch,23,AGG ASSAULT,0410,1314,Loring Heights,E,33.801070000000003,-84.407420000000002
190021902,2019-01-02,2019-01-02,2230,2019-01-02,2245,211,,,2161 PIEDMONT RD NE,Morning Watch,,AGG ASSAULT,0410,1314,Lindridge/Martin Manor,F,33.815579999999997,-84.366
190020020,2019-01-02,2019-01-02,0017,2019-01-02,0141,611,,,2898 GLENWOOD AVE SE,Morning Watch,20,ROBBERY-RESIDENCE,0315,1207,East Lake,O,33.739179999999998,-84.292140000000003
190020866,2019-01-02,2019-01-02,1200,2019-01-02,1212,605,,,487 GRANT ST SE,Day Watch,20,ROBBERY-PEDESTRIAN,0311,1204,Grant Park,W,33.741349999999997,-84.376599999999996
190021453,2019-01-02,2019-01-02,1600,2019-01-02,1728,110,,,750 FRANCIS PL NW,Evening Watch,13,ROBBERY-PEDESTRIAN,0341,1206,Grove Park,J,33.774949999999997,-84.437979999999996
190020045,2019-01-02,2019-01-02,0025,2019-01-02,0030,113,,,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,Morning Watch,23,AUTO THEFT,0710,2404,Brookview Heights,G,33.786520000000003,-84.490129999999994
190020267,2019-01-02,2019-01-02,0412,2019-01-02,0958,611,,,2400 FOREST LAKES AVE SE,Morning Watch,20,AUTO THEFT,0710,2404,The Villages at East Lake,O,33.745139999999999,-84.310640000000006
190020294,2019-01-02,2019-01-02,0030,2019-01-02,0108,114,,K7,420 BOLTON RD NW,Morning Watch,13,AUTO THEFT,0710,2404,Old Gordon,H,33.766039999999997,-84.510289999999998
190020420,2019-01-02,2018-12-28,2059,2019-01-02,0746,503,,1513,22 14TH ST NW,Morning Watch,18,AUTO THEFT,0710,2404,Midtown,E,33.786580000000001,-84.388350000000003
190020425,2019-01-02,2019-01-01,2000,2019-01-02,0430,304,,8,1053 LINAM ST SE,Day Watch,26,AUTO THEFT,0710,2404,Peoplestown,V,33.725790000000003,-84.386250000000004
190020573,2019-01-02,2019-01-01,1500,2019-01-02,0910,211,,,2591 PIEDMONT RD NE,Evening Watch,18,AUTO THEFT,0710,2404,Lindbergh/Morosgo,B,33.824939999999998,-84.366839999999996
190020602,2019-01-02,2019-01-01,2200,2019-01-02,0900,404,,,1761 S ALVARADO TER SW,Evening Watch,20,AUTO THEFT,0710,2404,Cascade Avenue/Road,S,33.729840000000003,-84.445819999999998
190020626,2019-01-02,2019-01-01,0000,2019-01-01,0200,303,,,599 WHITEHALL ST SW,Day Watch,13,AUTO THEFT,0710,2404,Pittsburgh,V,33.74277,-84.407560000000004
190021016,2019-01-02,2018-12-31,0100,2018-12-31,0800,306,,,977 KATHERWOOD DR SW,Day Watch,20,AUTO THEFT,0710,2404,Sylvan Hills,X,33.711109999999998,-84.420280000000005
190021080,2019-01-02,2019-01-02,1345,2019-01-02,1400,401,,,711 LEE ST SW,Day Watch,2,AUTO THEFT,0710,2404,West End,T,33.735280000000003,-84.414209999999997
190021549,2019-01-02,2019-01-02,1826,2019-01-02,1826,403,,,1219 LOCKWOOD DR SW,Evening Watch,20,AUTO THEFT,0710,2404,Venetian Hills,S,33.721939999999996,-84.439049999999995
190021659,2019-01-02,2019-01-02,1915,2019-01-02,1923,401,,,535 LEE ST SW,Evening Watch,23,AUTO THEFT,0710,2404,West End,T,33.74042,-84.414349999999999
190021797,2019-01-02,2018-12-30,0000,2019-01-02,2000,305,,1104,1195 MILTON TER SE,Evening Watch,13,AUTO THEFT,0710,2404,Chosewood Park,Y,33.72186,-84.381050000000002
190020792,2019-01-02,2019-01-02,1129,2019-01-02,1129,508,,,300 PEACHTREE ST NE,Day Watch,24,ROBBERY-COMMERCIAL,0322,1202K,Downtown,M,33.762929999999997,-84.387140000000002
190020392,2019-01-02,2019-01-01,1000,2019-01-01,1100,509,,,265 PEACHTREE ST NE ,Day Watch,14,LARCENY-NON VEHICLE,0690,2399,Downtown,M,33.761519999999997,-84.386719999999997
190020393,2019-01-02,2018-12-31,1645,2019-01-02,0700,203,,,2700 PAUL AVE NW,Unknown,6,LARCENY-NON VEHICLE,0690,2399,Bolton,D,33.817340000000002,-84.468069999999997
190020719,2019-01-02,2019-01-02,1044,2019-01-02,1100,305,,C,1378 PARK AVE SE,Evening Watch,26,LARCENY-NON VEHICLE,0690,2399,Chosewood Park,Y,33.716909999999999,-84.369900000000001
190021398,2019-01-02,2019-01-02,1645,2019-01-02,1645,406,B,,3164 CUSHMAN CIR SW,Evening Watch,26,LARCENY-NON VEHICLE,0690,2399,,I,33.748980000000003,-84.491680000000002
190021471,2019-01-02,2019-01-01,0100,2019-01-01,0130,402,,,1436 COPELAND AVE SW,Morning Watch,20,LARCENY-NON VEHICLE,0690,2399,West End,T,33.735819999999997,-84.434619999999995
190021503,2019-01-02,2019-01-02,1800,2019-01-02,1803,109,,,635 S GRAND AVE NW,Evening Watch,13,LARCENY-NON VEHICLE,0690,2399,Center Hill,J,33.772469999999998,-84.462429999999998
190021910,2019-01-02,2019-01-02,2253,2019-01-02,2253,306,,,2065 METROPOLITAN PKWY SW,Morning Watch,21,LARCENY-NON VEHICLE,0690,2399,Sylvan Hills,X,33.69961,-84.40849
190020874,2019-01-02,2019-01-01,1200,2019-01-01,2330,211,,,658 LINDBERGH DR NE,Day Watch,26,LARCENY-NON VEHICLE,0670,2308,Lindbergh/Morosgo,B,33.82206,-84.365859999999998
190020952,2019-01-02,2018-12-21,1800,2019-01-02,1300,602,,,836 DIXIE AVE NE,Day Watch,20,LARCENY-NON VEHICLE,0670,2308,Inman Park,N,33.757010000000001,-84.360420000000005
190021110,2019-01-02,2019-01-02,1430,2019-01-02,1430,503,,,850 PIEDMONT AVE,Day Watch,26,LARCENY-NON VEHICLE,0670,2308,Downtown,M,33.760039999999996,-84.389179999999996
190021974,2019-01-02,2019-01-02,2218,2019-01-02,2243,605,,,364 HILL ST SE,Morning Watch,23,LARCENY-NON VEHICLE,0670,2308,Grant Park,W,33.744750000000003,-84.378950000000003
190020748,2019-01-02,2019-01-02,1100,2019-01-02,1108,102,,,835 MARTIN L KING JR DR NW,Day Watch,12,LARCENY-NON VEHICLE,0630,2303,Vine City,L,33.755040000000001,-84.414569999999998
190020781,2019-01-02,2019-01-02,1120,2019-01-02,1125,102,,,835 MARTIN LUTHER KING DR SW,Day Watch,12,LARCENY-NON VEHICLE,0630,2303,Vine City,L,33.755040000000001,-84.414569999999998
190020809,2019-01-02,2019-01-02,1137,2019-01-02,1137,509,,,610 SPRING ST NW,Day Watch,23,LARCENY-NON VEHICLE,0630,2303,Downtown,M,33.771009999999997,-84.388949999999994
190021556,2019-01-02,2019-01-02,1820,2019-01-02,1820,610,,,225 CLIFTON ST SE,Evening Watch,23,LARCENY-NON VEHICLE,0630,2303,Kirkwood,O,33.747700000000002,-84.33202
190020355,2019-01-02,2019-01-01,1214,2019-01-02,0615,205,,,214 COLONIAL HOMES DR NW,Morning Watch,,LARCENY-FROM VEHICLE,0640,2305,Colonial Homes,C,33.813920000000003,-84.394589999999994
190020359,2019-01-02,2018-12-31,0530,2019-01-02,0600,602,,,670 DEKALB AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.753709999999998,-84.365350000000007
190020365,2019-01-02,2019-01-01,1800,2019-01-02,0700,605,,,275 MEMORIAL DR SE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Grant Park,W,33.746760000000002,-84.378559999999993
190020403,2019-01-02,2019-01-01,2030,2019-01-02,0720,504,,203,455 CENTENNIAL OLYMPIC P DR NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.766970000000001,-84.391779999999997
190020457,2019-01-02,2019-01-01,2300,2019-01-02,0750,208,,,3398 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Buckhead Forest,B,33.847119999999997,-84.373850000000004
190020463,2019-01-02,2019-01-01,0900,2019-01-02,0800,210,,,3212 TOWERVIEW DR NE,Day Watch,20,LARCENY-FROM VEHICLE,0640,2305,Pine Hills,B,33.841430000000003,-84.353549999999998
190020502,2019-01-02,2019-01-01,2200,2019-01-02,0830,211,,2434,517 MAIN ST NE,Day Watch,26,LARCENY-FROM VEHICLE,0640,2305,Lindbergh/Morosgo,B,33.822499999999998,-84.370310000000003
190020598,2019-01-02,2019-01-02,0200,2019-01-02,0800,602,,,433 N HIGHLAND AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.765949999999997,-84.354029999999995
190020660,2019-01-02,2018-12-22,0900,2018-12-22,1030,501,,,441 16TH ST NW @IKEA,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Atlantic Station,E,33.788739999999997,-84.404679999999999
190020771,2019-01-02,2019-01-02,0000,2019-01-02,1115,604,,,120 HILLIARD ST NE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Sweet Auburn,M,33.757440000000003,-84.376679999999993
190020843,2019-01-02,2018-12-31,1700,2019-01-01,1645,505,,,696 W PEACHTREE ST NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.773710000000001,-84.387720000000002
190020933,2019-01-02,2018-07-26,2003,2018-07-26,2145,508,,,285 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.76097,-84.395099999999999
190021043,2019-01-02,2019-01-02,1340,2019-01-02,1345,209,,,3861 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.8596,-84.37979
190021066,2019-01-02,2019-01-02,1345,2019-01-02,1428,504,,,826 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Marietta Street Artery,E,33.774769999999997,-84.406700000000001
190021074,2019-01-02,2019-01-02,1350,2019-01-02,1414,206,,,575 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Garden Hills,B,33.836469999999998,-84.36909
190021118,2019-01-02,2019-01-02,1420,2019-01-02,1425,508,,,275 MARIETTA ST NW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.76099,-84.395529999999994
190021164,2019-01-02,2018-12-31,1700,2019-01-02,1000,502,,,37 LAFAYETTE DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,0640,2305,Ansley Park,E,33.789760000000001,-84.381290000000007
190021204,2019-01-02,2019-01-01,1215,2019-01-02,1521,601,,,891 ROSEDALE RD NE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Virginia Highland,F,33.778820000000003,-84.348070000000007
190021258,2019-01-02,2019-01-02,1518,2019-01-02,1540,611,,,2266 SUTTON ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,0640,2305,Kirkwood,O,33.748399999999997,-84.313280000000006
190021289,2019-01-02,2019-01-02,1430,2019-01-02,1557,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Greenbriar,R,33.688450000000003,-84.493279999999999
190021353,2019-01-02,2018-12-28,0000,2018-12-28,0400,604,,,98 WILLIAM H BORDERS DR SE,Evening Watch,,LARCENY-FROM VEHICLE,0640,2305,Sweet Auburn,M,33.751179999999998,-84.374859999999998
190021414,2019-01-02,2019-01-01,2300,2019-01-02,0800,210,,,3518 ROCKHAVEN CIR NE,Evening Watch,20,LARCENY-FROM VEHICLE,0640,2305,Pine Hills,B,33.8476,-84.352360000000004
190021454,2019-01-02,2019-01-02,0000,2019-01-02,1200,508,,,17 BAKER ST NW,Day Watch,,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.762349999999998,-84.388189999999994
190021753,2019-01-02,2019-01-02,1915,2019-01-02,2030,207,,,1968 PEACHTREE RD NW ,Morning Watch,28,LARCENY-FROM VEHICLE,0640,2305,,E,33.810000000000002,-84.395830000000004
190021773,2019-01-02,2019-01-02,1930,2019-01-02,2045,211,,,3097 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Peachtree Park,B,33.840339999999998,-84.368870000000001
190021804,2019-01-02,2019-01-02,2100,2019-01-02,2117,303,,,634 WHITEHALL ST SW,Morning Watch,23,LARCENY-FROM VEHICLE,0640,2305,Adair Park,V,33.741790000000002,-84.408439999999999
190021828,2019-01-02,2019-01-02,2100,2019-01-02,2130,208,,,3365 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.846870000000003,-84.372839999999997
190021897,2019-01-02,2019-01-02,2200,2019-01-02,2221,211,,,3085 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Peachtree Park,B,33.839880000000001,-84.368989999999997
190021952,2019-01-02,2019-01-02,2033,2019-01-02,2145,505,,,794 JUNIPER ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.776200000000003,-84.383189999999999
